gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,MonthlyCharges,Churn,Contract_One year,Contract_Two year,Cluster,Cluster_Label
0,0,1,0.947505698099138,1,1,1,0.106358922493341,0,0,1,1,Long-Tenure Higher-Charge
1,0,0,-0.614211562449715,1,0,1,-1.54470364588024,0,0,0,0,Short-Tenure Lower-Charge
1,0,0,1.6050708604355,1,0,0,1.35307963738768,0,0,0,1,Long-Tenure Higher-Charge
0,0,1,-0.573113739803693,1,1,0,-0.533849012182128,0,0,1,0,Short-Tenure Lower-Charge
1,1,0,-0.449820271865625,1,1,1,1.04982324727824,1,0,0,3,Short-Tenure Higher-Charge
0,0,0,0.331038358408801,0,1,0,-1.03927632903118,0,0,1,2,Long-Tenure Lower-Charge
1,0,1,-1.14848325684801,1,1,0,-1.57839880033684,0,1,0,0,Short-Tenure Lower-Charge
0,0,0,0.98860352074516,1,1,0,0.274834694776359,0,0,0,1,Long-Tenure Higher-Charge
1,1,0,-0.162135513343468,1,1,0,1.18460386510466,0,1,0,3,Short-Tenure Higher-Charge
0,0,1,0.0022557772406214,1,0,0,0.948737783908432,1,0,1,3,Short-Tenure Higher-Charge
0,0,0,1.6050708604355,1,0,0,1.08351840173485,0,0,0,1,Long-Tenure Higher-Charge
1,0,0,-0.0799398680514234,1,0,0,0.780262011625413,0,0,1,3,Short-Tenure Higher-Charge
1,1,0,0.783114407515048,1,0,0,1.28568932847447,0,1,0,1,Long-Tenure Higher-Charge
1,0,1,0.0844514225326663,1,0,1,-1.54470364588024,0,0,0,2,Long-Tenure Lower-Charge
0,0,1,-1.06628761155596,1,0,1,-1.54470364588024,0,0,0,0,Short-Tenure Lower-Charge
0,0,0,-0.449820271865625,1,0,1,-0.36537323989911,0,0,0,0,Short-Tenure Lower-Charge
1,0,0,-1.10738543420198,1,0,0,0.308529849232963,1,1,0,3,Short-Tenure Higher-Charge
0,0,0,1.11189698868323,0,0,0,-0.938190865661371,0,0,1,2,Long-Tenure Lower-Charge
1,0,1,-0.367624626573581,1,1,1,-1.54470364588024,0,0,0,0,Short-Tenure Lower-Charge
0,1,0,-0.0799398680514234,1,1,1,0.274834694776359,0,0,0,3,Short-Tenure Higher-Charge
1,0,0,-0.285428981281536,1,1,0,0.679176548255603,0,0,0,3,Short-Tenure Higher-Charge
1,0,1,-1.3128745474321,1,1,0,0.140054076949945,1,0,0,3,Short-Tenure Higher-Charge
1,0,1,0.289940535762779,1,0,0,-1.54470364588024,0,0,1,2,Long-Tenure Lower-Charge
1,0,1,-0.942994143617895,1,1,1,-1.54470364588024,0,1,0,0,Short-Tenure Lower-Charge
0,0,1,1.52287521514345,1,1,0,-1.57839880033684,0,0,0,2,Long-Tenure Lower-Charge
1,0,0,-1.23067890214005,1,0,1,-0.36537323989911,1,0,0,0,Short-Tenure Lower-Charge
1,1,0,0.536527471638913,1,1,1,0.645481393798999,1,1,0,1,Long-Tenure Higher-Charge
1,0,0,1.07079916603721,1,0,0,1.48786025521409,1,0,0,1,Long-Tenure Higher-Charge
0,1,0,0.618723116930958,1,0,0,0.173749231406548,0,0,0,1,Long-Tenure Higher-Charge
1,0,0,1.07079916603721,1,1,1,-1.57839880033684,1,0,1,2,Long-Tenure Lower-Charge
0,0,0,-0.162135513343468,0,0,0,-1.1740569468576,1,0,0,0,Short-Tenure Lower-Charge
0,1,0,-1.02518978890994,1,0,0,-1.54470364588024,1,0,0,0,Short-Tenure Lower-Charge
0,0,1,-0.984091966263917,1,1,1,-1.54470364588024,0,1,0,0,Short-Tenure Lower-Charge
0,0,0,-1.02518978890994,1,0,1,-0.264287776529299,0,0,0,3,Short-Tenure Higher-Charge
0,0,0,-0.203233335989491,1,0,0,0.813957166082017,1,0,0,3,Short-Tenure Higher-Charge
0,0,1,-0.53201591715767,1,1,0,0.342225003689566,0,0,0,3,Short-Tenure Higher-Charge
0,1,0,0.947505698099138,1,0,1,1.31938448293107,1,0,0,1,Long-Tenure Higher-Charge
0,0,0,0.659820939576981,0,1,0,-0.837105402291561,0,0,1,2,Long-Tenure Lower-Charge
0,0,0,-1.14848325684801,1,0,1,0.780262011625413,1,1,0,3,Short-Tenure Higher-Charge
0,0,0,-0.614211562449715,1,0,0,0.813957166082017,1,0,1,3,Short-Tenure Higher-Charge
1,0,1,1.56397303778947,1,1,1,0.813957166082017,0,0,1,1,Long-Tenure Higher-Charge
1,0,0,-0.53201591715767,1,1,1,0.780262011625413,1,0,0,3,Short-Tenure Higher-Charge
1,0,0,0.289940535762779,0,0,0,-0.803410247834957,1,0,1,2,Long-Tenure Lower-Charge
0,0,0,-0.614211562449715,1,1,1,-0.163202313159488,0,0,0,3,Short-Tenure Higher-Charge
0,0,1,0.207744890470734,1,0,1,-1.54470364588024,0,0,1,2,Long-Tenure Lower-Charge
0,1,0,1.39958174720538,1,1,1,1.35307963738768,0,0,0,1,Long-Tenure Higher-Charge
0,0,1,-0.655309385095738,1,0,0,-0.36537323989911,0,1,0,0,Short-Tenure Lower-Charge
1,0,0,-1.3128745474321,0,1,1,-1.03927632903118,1,0,1,0,Short-Tenure Lower-Charge
1,0,0,1.44067956985141,1,0,0,-1.37622787359722,0,1,0,2,Long-Tenure Lower-Charge
1,0,0,0.0844514225326663,1,0,0,0.578091084885792,0,0,0,3,Short-Tenure Higher-Charge
0,0,0,-1.23067890214005,1,0,0,0.342225003689566,1,1,0,3,Short-Tenure Higher-Charge
0,0,0,-1.02518978890994,1,0,1,0.813957166082017,0,0,1,3,Short-Tenure Higher-Charge
1,0,0,-0.162135513343468,1,0,0,0.173749231406548,0,0,1,3,Short-Tenure Higher-Charge
0,0,0,-1.27177672478607,0,0,0,-1.03927632903118,1,0,0,0,Short-Tenure Lower-Charge
0,1,0,0.82421223016107,1,1,0,0.274834694776359,0,1,0,1,Long-Tenure Higher-Charge
1,0,1,-1.3128745474321,0,1,0,-1.37622787359722,1,0,1,0,Short-Tenure Lower-Charge
0,0,0,-1.06628761155596,1,1,1,0.308529849232963,0,0,0,3,Short-Tenure Higher-Charge
0,0,1,-1.18958107949403,1,0,0,-1.54470364588024,0,0,0,0,Short-Tenure Lower-Charge
0,0,0,-0.162135513343468,1,1,0,0.342225003689566,0,0,1,3,Short-Tenure Higher-Charge
0,0,0,-1.23067890214005,1,1,1,0.308529849232963,1,1,0,3,Short-Tenure Higher-Charge
0,1,0,-1.3128745474321,0,0,0,-1.34253271914062,1,1,0,0,Short-Tenure Lower-Charge
1,0,0,-1.06628761155596,0,1,1,-1.03927632903118,0,0,1,0,Short-Tenure Lower-Charge
0,0,0,0.783114407515048,1,0,0,1.52155540967069,1,1,0,1,Long-Tenure Higher-Charge
1,0,1,1.6050708604355,1,1,1,0.881347474995224,0,0,0,1,Long-Tenure Higher-Charge
1,0,0,0.906407875453115,1,1,1,1.04982324727824,1,0,0,1,Long-Tenure Higher-Charge
0,0,0,-1.10738543420198,1,0,1,-1.54470364588024,0,0,0,0,Short-Tenure Lower-Charge
0,0,1,-0.162135513343468,1,0,0,-1.54470364588024,0,0,1,0,Short-Tenure Lower-Charge
1,0,1,0.372136181054823,0,0,0,-0.601239321095335,0,0,0,2,Long-Tenure Lower-Charge
0,0,0,-0.121037690697446,0,1,1,-0.870800556748164,0,0,1,0,Short-Tenure Lower-Charge
1,0,0,-1.3128745474321,1,1,0,-0.500153857725524,1,0,1,0,Short-Tenure Lower-Charge
1,0,0,1.6050708604355,1,1,0,0.679176548255603,0,0,0,1,Long-Tenure Higher-Charge
0,0,0,-1.18958107949403,1,1,0,-0.500153857725524,1,0,1,0,Short-Tenure Lower-Charge
1,0,1,-1.3128745474321,0,0,1,-1.37622787359722,0,0,0,0,Short-Tenure Lower-Charge
0,0,0,-1.3128745474321,1,0,0,0.106358922493341,1,1,0,3,Short-Tenure Higher-Charge
1,0,0,-1.3128745474321,1,1,1,0.274834694776359,1,1,0,3,Short-Tenure Higher-Charge
1,0,0,1.19409263397527,1,1,0,0.477005621515981,0,0,0,1,Long-Tenure Higher-Charge
0,0,0,-0.737505030387783,1,0,1,1.18460386510466,1,0,0,3,Short-Tenure Higher-Charge
1,0,1,-1.3128745474321,1,0,0,-1.57839880033684,0,0,0,0,Short-Tenure Lower-Charge
0,0,0,1.44067956985141,1,1,0,-1.54470364588024,0,0,1,2,Long-Tenure Lower-Charge
0,0,0,-1.06628761155596,1,0,1,0.308529849232963,0,0,0,3,Short-Tenure Higher-Charge
0,0,0,1.6050708604355,1,1,1,0.74656685716881,0,1,0,1,Long-Tenure Higher-Charge
1,0,0,1.6050708604355,1,0,0,0.712871702712206,0,0,1,1,Long-Tenure Higher-Charge
0,0,0,-0.121037690697446,1,0,0,0.948737783908432,1,0,0,3,Short-Tenure Higher-Charge
1,0,0,-1.3128745474321,1,0,1,0.611786239342395,1,0,0,3,Short-Tenure Higher-Charge
0,0,0,0.248842713116756,0,0,0,-0.837105402291561,0,1,0,2,Long-Tenure Lower-Charge
1,0,0,1.19409263397527,1,1,0,0.881347474995224,0,0,0,1,Long-Tenure Higher-Charge
0,0,0,0.82421223016107,1,1,0,1.45416510075749,0,0,1,1,Long-Tenure Higher-Charge
1,0,0,1.35848392455936,1,1,0,1.28568932847447,1,0,1,1,Long-Tenure Higher-Charge
0,1,1,1.07079916603721,1,1,1,0.780262011625413,0,0,0,1,Long-Tenure Higher-Charge
1,0,0,-0.737505030387783,1,1,0,1.01612809282164,0,0,0,3,Short-Tenure Higher-Charge
1,0,0,-0.984091966263917,1,0,0,1.01612809282164,1,0,1,3,Short-Tenure Higher-Charge
0,0,0,-0.038842045405401,0,1,0,-1.2077521013142,0,1,0,0,Short-Tenure Lower-Charge
0,0,1,-0.655309385095738,1,1,1,-0.0284216953330735,1,0,0,3,Short-Tenure Higher-Charge
1,0,1,0.906407875453115,1,0,0,-0.36537323989911,0,0,0,2,Long-Tenure Lower-Charge
1,0,0,-0.655309385095738,0,0,1,-1.34253271914062,0,0,0,0,Short-Tenure Lower-Charge
0,1,0,1.48177739249743,1,0,0,0.712871702712206,0,0,1,1,Long-Tenure Higher-Charge
1,0,0,1.35848392455936,1,0,0,0.308529849232963,0,0,1,1,Long-Tenure Higher-Charge
1,1,0,-0.69640720774176,1,0,0,0.274834694776359,0,0,0,3,Short-Tenure Higher-Charge
1,0,1,1.52287521514345,1,1,0,0.477005621515981,0,0,1,1,Long-Tenure Higher-Charge
0,0,0,0.700918762223003,1,1,0,-1.57839880033684,0,0,1,2,Long-Tenure Lower-Charge
0,0,0,-1.23067890214005,1,0,1,-1.54470364588024,0,0,0,0,Short-Tenure Lower-Charge
1,0,0,-0.655309385095738,1,1,1,0.00527345912353,0,0,0,3,Short-Tenure Higher-Charge
1,0,1,-0.53201591715767,1,1,1,1.04982324727824,0,0,0,3,Short-Tenure Higher-Charge
1,0,1,1.56397303778947,1,1,1,-1.54470364588024,0,1,0,2,Long-Tenure Lower-Charge
0,0,0,0.0433535998866439,1,1,1,1.31938448293107,0,0,0,3,Short-Tenure Higher-Charge
0,0,1,0.413234003700846,1,0,1,-1.37622787359722,0,1,0,2,Long-Tenure Lower-Charge
1,1,0,0.700918762223003,1,0,0,1.21829901956126,0,0,0,1,Long-Tenure Higher-Charge
0,0,1,0.331038358408801,1,0,0,1.21829901956126,0,0,1,1,Long-Tenure Higher-Charge
1,0,0,0.865310052807093,1,0,0,0.477005621515981,0,0,1,1,Long-Tenure Higher-Charge
0,0,0,1.27628827926732,1,0,0,-1.57839880033684,0,0,0,2,Long-Tenure Lower-Charge
1,0,1,-0.0799398680514234,1,1,1,-0.399068394355713,0,0,1,0,Short-Tenure Lower-Charge
1,1,0,-0.901896320971872,1,1,1,0.409615312602774,0,0,0,3,Short-Tenure Higher-Charge
0,0,0,-1.18958107949403,1,0,0,0.679176548255603,1,0,1,3,Short-Tenure Higher-Charge
0,0,1,-0.490918094511648,0,0,0,-0.432763548812317,0,0,0,0,Short-Tenure Lower-Charge
0,0,1,0.0844514225326663,1,1,1,-1.40992302805382,0,0,0,2,Long-Tenure Lower-Charge
0,0,1,1.02970134339118,1,1,1,1.11721355619145,0,0,0,1,Long-Tenure Higher-Charge
1,0,1,-0.53201591715767,1,0,1,-1.54470364588024,0,0,0,0,Short-Tenure Lower-Charge
0,0,0,1.11189698868323,1,0,0,-1.37622787359722,0,0,1,2,Long-Tenure Lower-Charge
0,0,1,0.331038358408801,1,1,0,-1.54470364588024,0,0,0,2,Long-Tenure Lower-Charge
0,0,0,-0.737505030387783,1,1,1,-0.500153857725524,0,0,0,0,Short-Tenure Lower-Charge
1,0,0,-1.3128745474321,1,0,0,-0.73601993892175,0,0,0,0,Short-Tenure Lower-Charge
1,0,0,1.35848392455936,1,1,0,1.15090871064805,1,1,0,1,Long-Tenure Higher-Charge
0,1,1,-1.3128745474321,1,1,1,0.106358922493341,1,0,0,3,Short-Tenure Higher-Charge
1,0,1,-1.27177672478607,1,0,0,-0.73601993892175,0,0,1,0,Short-Tenure Lower-Charge
0,0,0,-0.038842045405401,1,1,0,0.611786239342395,1,0,0,3,Short-Tenure Higher-Charge
0,1,0,1.6050708604355,1,0,0,0.409615312602774,0,0,0,1,Long-Tenure Higher-Charge
1,0,0,1.19409263397527,1,0,0,1.01612809282164,0,0,0,1,Long-Tenure Higher-Charge
1,1,0,-0.984091966263917,1,0,0,0.477005621515981,0,0,0,3,Short-Tenure Higher-Charge
1,0,0,-1.18958107949403,1,0,0,0.679176548255603,0,0,0,3,Short-Tenure Higher-Charge
1,0,1,-0.121037690697446,1,0,1,0.544395930429188,0,0,0,3,Short-Tenure Higher-Charge
1,0,0,0.289940535762779,1,0,0,1.28568932847447,1,0,0,1,Long-Tenure Higher-Charge
1,0,1,0.0022557772406214,1,1,1,-1.54470364588024,0,0,0,2,Long-Tenure Lower-Charge
1,0,0,1.23519045662129,1,1,0,0.477005621515981,0,0,1,1,Long-Tenure Higher-Charge
0,0,1,1.27628827926732,1,1,1,-1.54470364588024,0,0,1,2,Long-Tenure Lower-Charge
1,0,0,-1.14848325684801,1,1,0,1.04982324727824,0,1,0,3,Short-Tenure Higher-Charge
0,0,0,-1.06628761155596,1,0,0,-1.54470364588024,1,0,0,0,Short-Tenure Lower-Charge
1,0,0,-0.942994143617895,1,0,0,0.477005621515981,0,0,1,3,Short-Tenure Higher-Charge
0,0,1,1.23519045662129,1,0,0,1.18460386510466,1,1,0,1,Long-Tenure Higher-Charge
1,0,1,-0.53201591715767,0,0,0,-0.904495711204768,0,1,0,0,Short-Tenure Lower-Charge
0,0,0,0.207744890470734,1,0,0,0.611786239342395,0,1,0,3,Short-Tenure Higher-Charge
0,1,0,1.35848392455936,1,0,0,1.42046994630088,0,0,1,1,Long-Tenure Higher-Charge
1,0,0,-0.819700675679827,1,0,0,0.847652320538621,1,1,0,3,Short-Tenure Higher-Charge
0,0,0,-0.367624626573581,1,0,0,0.00527345912353,0,0,0,3,Short-Tenure Higher-Charge
1,1,0,-0.408722449219603,1,1,0,1.28568932847447,0,0,0,3,Short-Tenure Higher-Charge
0,1,1,-0.038842045405401,1,0,0,0.847652320538621,0,0,0,3,Short-Tenure Higher-Charge
0,0,1,0.742016584869025,0,0,0,-0.196897467616092,0,0,0,2,Long-Tenure Lower-Charge
0,0,0,0.289940535762779,1,0,0,-1.57839880033684,0,0,0,2,Long-Tenure Lower-Charge
0,0,0,-0.449820271865625,1,0,0,-0.230592622072695,0,0,0,3,Short-Tenure Higher-Charge
1,0,1,-1.3128745474321,1,0,0,0.140054076949945,0,0,1,3,Short-Tenure Higher-Charge
0,1,0,-1.10738543420198,1,0,0,0.780262011625413,0,0,0,3,Short-Tenure Higher-Charge
0,0,0,-1.18958107949403,1,0,1,-1.54470364588024,0,0,0,0,Short-Tenure Lower-Charge
0,0,0,1.11189698868323,1,0,1,1.35307963738768,1,0,0,1,Long-Tenure Higher-Charge
1,1,0,1.6050708604355,0,0,0,-0.0284216953330735,0,0,1,1,Long-Tenure Higher-Charge
0,0,0,0.372136181054823,1,0,0,-0.196897467616092,0,0,0,2,Long-Tenure Lower-Charge
0,0,0,-1.27177672478607,1,0,0,-0.129507158702884,0,0,0,3,Short-Tenure Higher-Charge
1,0,0,1.48177739249743,0,1,0,-0.196897467616092,0,1,0,2,Long-Tenure Lower-Charge
1,0,0,-1.27177672478607,1,0,0,0.679176548255603,1,1,0,3,Short-Tenure Higher-Charge
0,1,0,-1.3128745474321,0,1,1,-1.00558117457458,1,1,0,0,Short-Tenure Lower-Charge
1,0,0,-0.0799398680514234,1,1,1,0.00527345912353,0,1,0,3,Short-Tenure Higher-Charge
1,0,1,-0.69640720774176,1,0,1,-1.54470364588024,0,0,0,0,Short-Tenure Lower-Charge
0,0,0,-0.737505030387783,1,0,0,-1.54470364588024,0,0,0,0,Short-Tenure Lower-Charge
0,0,1,-1.27177672478607,1,1,0,0.948737783908432,1,0,1,3,Short-Tenure Higher-Charge
0,1,0,-0.655309385095738,1,0,0,0.915042629451828,0,0,0,3,Short-Tenure Higher-Charge
1,0,1,-1.10738543420198,1,1,1,0.948737783908432,1,0,0,3,Short-Tenure Higher-Charge
0,0,1,1.15299481132925,1,0,0,-0.196897467616092,0,0,1,2,Long-Tenure Lower-Charge
0,0,0,-1.3128745474321,1,0,0,-1.57839880033684,0,0,1,0,Short-Tenure Lower-Charge
1,0,0,-0.573113739803693,1,1,0,0.74656685716881,0,0,1,3,Short-Tenure Higher-Charge
1,0,1,0.454331826346868,0,1,1,-0.399068394355713,0,0,1,2,Long-Tenure Lower-Charge
0,0,0,1.52287521514345,1,1,1,1.5552505641273,0,1,0,1,Long-Tenure Higher-Charge
1,0,1,1.23519045662129,1,1,0,-1.37622787359722,0,0,1,2,Long-Tenure Lower-Charge
0,0,1,1.02970134339118,1,0,0,-0.73601993892175,0,0,0,2,Long-Tenure Lower-Charge
0,0,0,0.82421223016107,1,0,1,0.274834694776359,0,0,0,1,Long-Tenure Higher-Charge
1,0,0,1.07079916603721,0,1,1,-0.73601993892175,0,0,0,2,Long-Tenure Lower-Charge
1,0,0,1.48177739249743,1,0,0,1.28568932847447,1,0,0,1,Long-Tenure Higher-Charge
1,0,0,-0.285428981281536,1,0,0,-0.567544166638732,0,0,0,0,Short-Tenure Lower-Charge
1,0,1,-0.408722449219603,1,1,1,-0.297982930985903,0,0,0,0,Short-Tenure Lower-Charge
0,0,0,0.372136181054823,1,0,0,-0.36537323989911,0,1,0,2,Long-Tenure Lower-Charge
0,1,0,-1.3128745474321,1,0,0,-0.500153857725524,1,0,0,0,Short-Tenure Lower-Charge
0,0,0,-1.10738543420198,0,0,0,-0.601239321095335,1,0,1,0,Short-Tenure Lower-Charge
1,0,0,1.02970134339118,1,1,1,-1.51100849142363,0,0,0,2,Long-Tenure Lower-Charge
1,0,0,-1.23067890214005,1,0,0,1.21829901956126,1,1,0,3,Short-Tenure Higher-Charge
0,0,0,0.331038358408801,1,0,0,-1.54470364588024,0,0,0,2,Long-Tenure Lower-Charge
0,0,0,1.02970134339118,1,0,0,-0.163202313159488,0,0,0,2,Long-Tenure Lower-Charge
1,1,0,0.742016584869025,1,0,0,0.948737783908432,1,0,0,1,Long-Tenure Higher-Charge
0,0,0,1.27628827926732,1,0,0,1.52155540967069,0,0,0,1,Long-Tenure Higher-Charge
0,0,1,-0.573113739803693,1,1,0,-1.34253271914062,0,0,0,0,Short-Tenure Lower-Charge
1,0,1,1.11189698868323,1,0,0,0.443310467059377,0,0,0,1,Long-Tenure Higher-Charge
1,0,1,1.48177739249743,1,1,0,1.6226408730405,0,0,1,1,Long-Tenure Higher-Charge
0,0,1,-1.23067890214005,1,1,0,0.510700775972585,0,0,0,3,Short-Tenure Higher-Charge
1,0,0,-1.06628761155596,1,0,0,0.982432938365035,1,0,0,3,Short-Tenure Higher-Charge
0,0,0,-0.573113739803693,1,0,1,0.241139540319755,1,0,0,3,Short-Tenure Higher-Charge
0,0,0,-1.3128745474321,1,0,1,0.37592015814617,1,0,0,3,Short-Tenure Higher-Charge
0,0,0,1.19409263397527,1,0,0,-1.40992302805382,0,0,1,2,Long-Tenure Lower-Charge
0,0,0,-1.3128745474321,1,0,0,-0.533849012182128,1,1,0,0,Short-Tenure Lower-Charge
1,1,0,-1.3128745474321,1,1,0,0.274834694776359,1,0,1,3,Short-Tenure Higher-Charge
0,0,0,-0.203233335989491,1,0,1,-0.196897467616092,0,0,0,3,Short-Tenure Higher-Charge
1,0,0,1.48177739249743,1,1,1,0.881347474995224,0,0,0,1,Long-Tenure Higher-Charge
1,1,0,-0.121037690697446,1,1,0,0.477005621515981,1,1,0,3,Short-Tenure Higher-Charge
0,1,0,0.289940535762779,0,0,0,-0.904495711204768,1,1,0,2,Long-Tenure Lower-Charge
0,0,0,-1.3128745474321,1,0,0,-1.54470364588024,0,0,0,0,Short-Tenure Lower-Charge
1,0,0,0.495429648992891,1,0,0,1.18460386510466,1,0,1,1,Long-Tenure Higher-Charge
1,0,1,-0.449820271865625,1,0,0,0.443310467059377,0,1,0,3,Short-Tenure Higher-Charge
0,0,1,0.577625294284936,1,0,0,-1.54470364588024,0,0,0,2,Long-Tenure Lower-Charge
0,0,0,-1.27177672478607,1,1,1,-1.54470364588024,0,0,1,0,Short-Tenure Lower-Charge
0,0,0,-0.819700675679827,0,0,0,-1.03927632903118,1,1,0,0,Short-Tenure Lower-Charge
0,0,0,-0.53201591715767,1,1,1,-1.57839880033684,0,1,0,0,Short-Tenure Lower-Charge
1,0,0,0.618723116930958,1,1,0,-1.57839880033684,0,0,0,2,Long-Tenure Lower-Charge
1,0,0,1.39958174720538,1,0,0,1.18460386510466,0,0,0,1,Long-Tenure Higher-Charge
1,0,0,1.52287521514345,1,1,1,1.11721355619145,0,0,0,1,Long-Tenure Higher-Charge
0,0,0,1.27628827926732,1,1,0,1.11721355619145,0,0,1,1,Long-Tenure Higher-Charge
0,0,0,0.0433535998866439,1,0,0,1.08351840173485,1,0,0,3,Short-Tenure Higher-Charge
0,0,0,1.6050708604355,1,0,0,0.847652320538621,0,0,0,1,Long-Tenure Higher-Charge
0,0,1,-0.408722449219603,1,0,0,0.140054076949945,0,0,0,3,Short-Tenure Higher-Charge
0,1,0,-0.737505030387783,1,1,0,0.780262011625413,0,0,1,3,Short-Tenure Higher-Charge
1,0,0,-0.449820271865625,1,1,0,1.18460386510466,1,0,0,3,Short-Tenure Higher-Charge
1,0,1,0.331038358408801,1,0,0,0.140054076949945,0,0,1,1,Long-Tenure Higher-Charge
0,0,0,1.44067956985141,1,1,1,0.544395930429188,0,0,0,1,Long-Tenure Higher-Charge
0,0,1,1.52287521514345,1,1,0,1.35307963738768,0,0,1,1,Long-Tenure Higher-Charge
1,0,1,1.56397303778947,1,1,1,0.712871702712206,0,0,0,1,Long-Tenure Higher-Charge
1,0,1,1.56397303778947,1,1,1,0.645481393798999,0,0,0,1,Long-Tenure Higher-Charge
1,0,0,-1.3128745474321,1,0,1,-0.36537323989911,1,0,0,0,Short-Tenure Lower-Charge
1,0,1,-1.23067890214005,1,0,0,-1.51100849142363,0,0,0,0,Short-Tenure Lower-Charge
0,0,0,0.289940535762779,1,1,1,0.915042629451828,0,1,0,1,Long-Tenure Higher-Charge
0,0,0,-1.23067890214005,0,0,0,-0.500153857725524,1,0,0,0,Short-Tenure Lower-Charge
0,0,0,1.39958174720538,1,0,0,-1.34253271914062,0,1,0,2,Long-Tenure Lower-Charge
0,0,0,-0.614211562449715,1,0,1,0.308529849232963,0,0,0,3,Short-Tenure Higher-Charge
0,0,0,-1.23067890214005,1,0,0,0.274834694776359,1,1,0,3,Short-Tenure Higher-Charge
1,0,0,1.56397303778947,1,0,0,1.69003118195371,0,0,1,1,Long-Tenure Higher-Charge
0,0,0,-0.326526803927558,0,0,0,-1.07297148348779,1,0,0,0,Short-Tenure Lower-Charge
0,1,0,-0.038842045405401,1,0,0,0.847652320538621,0,0,0,3,Short-Tenure Higher-Charge
1,0,1,0.536527471638913,1,1,0,-1.54470364588024,0,1,0,2,Long-Tenure Lower-Charge
0,0,1,1.44067956985141,1,0,0,-1.57839880033684,0,0,0,2,Long-Tenure Lower-Charge
0,0,1,0.618723116930958,1,0,0,0.477005621515981,0,0,1,1,Long-Tenure Higher-Charge
0,0,1,-1.27177672478607,1,1,0,0.140054076949945,1,0,0,3,Short-Tenure Higher-Charge
1,0,0,0.947505698099138,1,0,0,0.915042629451828,0,0,0,1,Long-Tenure Higher-Charge
1,0,0,-1.14848325684801,1,0,0,0.443310467059377,1,0,1,3,Short-Tenure Higher-Charge
0,0,0,-1.23067890214005,1,1,1,0.308529849232963,0,0,0,3,Short-Tenure Higher-Charge
0,0,1,1.27628827926732,1,1,1,0.915042629451828,0,1,0,1,Long-Tenure Higher-Charge
1,0,1,0.577625294284936,1,0,1,0.813957166082017,0,0,0,1,Long-Tenure Higher-Charge
1,0,0,1.23519045662129,1,1,1,0.0389686135801337,0,0,1,1,Long-Tenure Higher-Charge
1,0,0,-0.244331158635513,1,1,1,-1.57839880033684,0,0,0,0,Short-Tenure Lower-Charge
0,1,1,0.577625294284936,1,0,0,0.173749231406548,1,0,0,1,Long-Tenure Higher-Charge
0,0,0,1.07079916603721,1,1,1,-1.40992302805382,0,0,0,2,Long-Tenure Lower-Charge
1,0,1,-1.18958107949403,1,0,1,-1.57839880033684,0,0,0,0,Short-Tenure Lower-Charge
0,0,0,1.6050708604355,1,1,1,1.65633602749711,0,0,0,1,Long-Tenure Higher-Charge
0,0,0,-0.819700675679827,1,1,1,-0.36537323989911,0,0,0,0,Short-Tenure Lower-Charge
1,1,1,1.35848392455936,1,1,1,1.42046994630088,0,0,1,1,Long-Tenure Higher-Charge
0,0,0,0.372136181054823,1,1,0,-1.51100849142363,0,0,0,2,Long-Tenure Lower-Charge
0,0,0,-0.942994143617895,1,1,1,-1.54470364588024,0,0,0,0,Short-Tenure Lower-Charge
0,1,0,-0.737505030387783,1,0,0,0.274834694776359,1,0,0,3,Short-Tenure Higher-Charge
0,0,0,0.495429648992891,1,1,1,0.982432938365035,0,0,0,1,Long-Tenure Higher-Charge
0,0,0,0.618723116930958,1,1,0,0.274834694776359,0,1,0,1,Long-Tenure Higher-Charge
0,0,0,-1.3128745474321,0,0,1,-1.37622787359722,0,1,0,0,Short-Tenure Lower-Charge
0,0,0,-0.244331158635513,1,0,1,0.342225003689566,0,0,0,3,Short-Tenure Higher-Charge
1,0,0,-1.14848325684801,1,0,0,-1.57839880033684,1,1,0,0,Short-Tenure Lower-Charge
1,0,1,-0.408722449219603,1,0,0,0.712871702712206,0,0,0,3,Short-Tenure Higher-Charge
1,1,1,-0.901896320971872,1,1,0,0.308529849232963,0,0,0,3,Short-Tenure Higher-Charge
0,1,0,0.0844514225326663,1,1,0,1.21829901956126,0,1,0,3,Short-Tenure Higher-Charge
1,0,0,1.39958174720538,1,0,1,0.780262011625413,0,1,0,1,Long-Tenure Higher-Charge
1,0,1,0.0022557772406214,1,0,0,0.308529849232963,0,0,1,3,Short-Tenure Higher-Charge
1,0,1,1.6050708604355,1,0,1,1.6226408730405,0,0,0,1,Long-Tenure Higher-Charge
0,0,0,1.39958174720538,1,0,0,1.48786025521409,0,1,0,1,Long-Tenure Higher-Charge
0,0,0,0.0022557772406214,1,1,1,-1.54470364588024,0,0,0,0,Short-Tenure Lower-Charge
0,0,0,0.577625294284936,1,0,0,-0.230592622072695,0,0,1,2,Long-Tenure Lower-Charge
1,1,0,-0.819700675679827,1,1,1,1.08351840173485,1,0,0,3,Short-Tenure Higher-Charge
1,0,1,-0.614211562449715,1,0,0,0.578091084885792,0,0,1,3,Short-Tenure Higher-Charge
0,0,0,1.6050708604355,1,1,1,1.5552505641273,0,0,0,1,Long-Tenure Higher-Charge
